recipe_id,name,description,cook_time_in_minutes,preparation_time_in_minutes,total_time_in_minutes,image_url,number_of_views
131,Aloo Tikki Burger,"Even international food chains are introducing a touch of Indian magic in their burgers and pizzas, because of the tongue-tickling taste and rich texture that they give. This Aloo Tikki Burger is a perfect example. It brings into burgers the unbridled fun of Indian food. Aloo Tikki made of potatoes perked up with tongue-tickling spices and spice mixes like chaat masala makes a wonderful patty for burgers. Together with juicy veggies and of course, cheese, it gives the burger a very exciting taste and yummy mouth-feel. This is one snack that will be loved by young and old, including hard-core fans of Indian food.You can also try other burgers with Indian touch like Pav Bhaji Burger or Batata Vada Burger  . ",35,20,55,https://www.tarladalal.com/members/9306/big/big_aloo_tikki_burger-13465.jpg?size=696X905,15163 times
132,"Aloo Tikki Chaat, Chaat Recipe","Think chaat and this is one of the first options that comes to mind. The Aloo Tikki Chaat needs no introduction to those who are familiar with the street foods of India. Very famous in Mumbai and North India, this chaat is now available all over the country even in small eateries and roadside stalls! Crunchy and succulent tikkis made of potatoes are bathed in curds and spruced up with sweet and green chutneys and an exciting mix of spice powders. A garnish of sev adds crunch to the Aloo Tikki Chaat while pomegranate gives you spots of nice juicy sweetness. Much loved by all, this chaat is definitely one worth trying to make in your own kitchens. Make it with a flourish like the roadside vendors do and serve it with love, for your family and friends to relish.",15,20,35,"https://www.tarladalal.com/members/9306/big/big_aloo_tikki_chaat,_chaat_recipe-12876.jpg?size=696X905",14185 times
133,"Aloo Tuk, Sindhi Aloo Tuk Recipe","This interestingly named starter is a traditional Sindhi delicacy, made of baby potatoes. Deep-fried and flattened baby potatoes are tossed with a simple yet effective masala prepared with readily available ingredients. The Aloo Tuk is sure to take your taste buds on an enjoyable roller coaster ride!",35,10,45,https://www.tarladalal.com/members/9306/big/big_aloo_tuk_(_kebabs_and_tikkis_recipes)-10885.jpg?size=696X905,82740 times
134,Aloowali Roti,The delicious and versatile potato doesn't seize to amaze us as it takes on a new form in this magnificent dish. All of us have eaten the traditional aloo ka paratha. Aloowali roti is an innovative dish where mashed potatoes and other masalas are combined with the dough while kneading. Melted butter mixed into the dough makes this roti even tastier. Easy to make the aloowali roti is a simple and non messy snack for your child's tiffin. At home you can enjoy this scrumptious preparation with any dal or curry of your choice. ,20,10,30,https://www.tarladalal.com/members/9306/big/big_aloowali_roti-7863.jpg?size=696X905,51306 times
135,"Alphonso Aamras, Aaamras Recipe","Wish for a taste of real mangoes long after the season is gone? Well, it is quite natural because the tongue-tickling flavour of mangoes is an unforgettable one, and just the thought of it makes us drool.Here is a simple but effective way of making Alphonso Aamras, which can be served fresh or stored for one year in an airtight container in the freezer. Remove it from the freezer an hour before you need it, and use it as you wish in puddings, juices, shakes, smoothies, mousses, or other desserts. Remember to use well-ripened and sweet Alphonso mangoes, so there will be no need to add sugar.You can also enjoy Aamras with Padvali Roti or Puris .",0,1,31,"https://www.tarladalal.com/members/9306/big/big_alphonso_aamras,_aaamras_recipe-11346.jpg?size=696X905",15566 times
136,Amani Kozhakatai ( Know Your Flours ),"Amani kozhakatai, these delicately-seasoned steamed rice balls are made as an offering during ganesh chaturthi in tamilnadu, but they can be served as a low calorie snack anytime!",25,10,35,https://www.tarladalal.com/members/9306/big/big_amani-kozhakatai-(-know-your-flours-)-1917.jpg?size=500X662,50996 times
137,Ambat Dal ( Know Your Green Leafy Vegetables ),"This recipe gets its “ambat” flavour, thanks to the tamarind. You can add jaggery too to get a sweet-tangy flavour. Serve with steamed rice or as an accompaniment to roti. ",25,15,40,https://www.tarladalal.com/members/9306/big/big_ambat-dal-(-know-your-green-leafy-vegetables-)-1638.jpg?size=500X662,26144 times
138,American Chop Suey,"A chinese ""bhel"" topped with fried noodles, a dish which never fails at parties. Be sure that the noodles are absolutely crisp. ",10,30,40,https://www.tarladalal.com/members/9306/big/big_american_chop_suey-3785.jpg?size=500X650,157565 times
139,American Chop Suey ( Easy Chinese Recipes),"A delightful preparation of crispy noodles served with vegetables and a tangy sauce. This recipe is not an authentic chinese one, but an invention of chinese restaurateurs in western countries. One of the literal translations of this recipe means 'savoury mess'. Serve this dish as a snack or One Meal Dinner or as a side dish with a Chinese meal. ",35,20,55,https://www.tarladalal.com/members/9306/big/big_american_chop_suey_(_easy_chinese_recipes)-10391.jpg?size=696X905,452454 times
140,American Chopsuey,"American Chopsuey represents the confluence of western and oriental cuisines, and when served with fried noodles, it is often considered an overseas adaptation of the popular Chinese dish, Chow Mein. Chopsuey is essentially sautéed veggies flavoured with sauces and thickened with corn flour. When served atop crisp-fried Hakka noodles, it makes a truly sumptuous treat that is both filling and tasty!",35,20,55,https://www.tarladalal.com/members/9306/big/big_american_chopsuey-9717.jpg?size=696X905,56694 times
141,"American Chopsuey,  Jain Recipe","What a blast of flavours and textures! The combination of fried noodles, boiled noodles and sautéed veggies gives this recipe a wide range of textures, while a medley of sauces gives it an exhilarating flavour. This recipe does not use boiled veggies. Raw veggies are simply sautéed with salt for a few minutes and added to the sauce, in order to retain their crunch and natural flavour. This is a totally Jain -friendly recipe, but when you taste it you will never find out that it does not have ginger, onions or garlic. Serve this Jain-friendly American Chopsuey immediately upon preparation, in order to enjoy the crispness of the fried noodles and the juicy crunch of the veggies. Corn and Cheese Quesadillas , Lebanese Minty Rice Soup , Mexican Vegetable Faheeta , Olive and Tomato Pasta and Spinach and Cottage Cheese Quiche are a few other Jain-friendly international recipes. ",13,25,38,https://www.tarladalal.com/members/9306/big/big_american_chopsuey_(_jain_recipe)-12219.jpg?size=696X905,69335 times
142,American Sweet Corn Salad,"Juicy sweet corn and capsicum dressed in vinaigrette and garnished with tomatoes and spring onions, the American Sweet Corn Salad offers a perfect blend of sweet and tangy flavours, juicy and crunchy textures, in one delightful bowlful. This salad is best enjoyed cold, so prepare it a little ahead of meal-time and pop it into the fridge.",0,10,10,https://www.tarladalal.com/members/9306/big/big_american_sweet_corn_salad-8773.jpg?size=696X905,214874 times
143,Ami Kozhakatai ( Weight Loss After Pregnancy ),"Delicately seasoned with simple spices, this is one dish that you will relish. I have added only 1 tsp of coconut to bring down the calories, making this a sumptuous, healthy breakfast when compared to the coconut laden south indian original. ",20,10,30,https://www.tarladalal.com/members/9306/big/big_ami-kozhakatai-(-weight-loss-after-pregnancy-)-1804.jpg?size=500X662,75118 times
144,Amiri Khaman ( Delicious Vegetarian Recipe ),"Amiri khman, a delicious spicy teatime snack. Will be loved by all. ",40,30,701,https://www.tarladalal.com/members/9306/big/big_amiri_khaman_(_delicious_vegetarian_recipe_)-4784.jpg?size=500X650,107827 times
145,Amiri Khaman ( Microwave Recipe),"However many modern fast foods you might have, there are times when the taste buds and the heart yearn for a traditional snack like amiri khaman. Comprised of crumbled and garnished dhoklas, this delicious snack can be prepared in just five minutes in a microwave!",5,10,15,https://www.tarladalal.com/members/9306/big/big_amiri_khaman_(_microwave_recipe)-10948.jpg?size=696X905,128485 times
146,Amiri Khaman ( Non - Fried Snacks ),"This recipe was invented with the intention of making good use of leftover khaman dhoklas! They are crumbled, tempered with garlic and mixed with pomegranate seeds and coconut. Serve garnished with sev and relish its unique flavour. Those who do not like garlic can omit it.",20,15,35,https://www.tarladalal.com/members/9306/big/big_amiri-khaman-(-non---fried-snacks-)-2080.jpg?size=500X662,51613 times
147,"Amiri Khaman, Gujarati Sev Khamani Recipe","Amiri khaman is nothing but a spicy tea-time snack made of crumbled khaman dhoklas tempered with garlic and mixed with pomegranate seeds and coconut. Why, we can even say that this recipe was invented with the intention of making good use of leftover khaman dhoklas! Serve garnished with sev and relish the unique flavour of this quick recipe. Those who do not like garlic can omit it.Here are some more Gujarati farsan recipes like Doodhi Muthia , Rice Panki , Dakor na Gota , Damni Dhokla , Ghughra and Khandvi that can be had as a snack or as a side dish to complement the main course.",2,10,12,"https://www.tarladalal.com/members/9306/big/big_amiri_khaman,_gujarati_sev_khamani_recipe-14015.jpg?size=696X905",214783 times
148,"Amla Chutney, Gooseberry Spicy Chutney","Amla Chutney is a chatpata accompaniment with a mind-boggling flavour that combines tang, spice and more! This easy-to-make chutney combines gooseberries with ingredients like green chillies, ginger and coriander, which balance the tartness of amla beautifully. vitamin C  rich amla is commonly available in the winter, and this recipe is a must-try when amla is in season. You can store it in the refrigerator for 4-5 days and enjoy it with rotis and parathas. You can also try other amla recipes like Mint and Coriander Chutney or Ginger Chutney . ",0,15,15,"https://www.tarladalal.com/members/9306/big/big_amla_chutney,_gooseberry_spicy_chutney-13607.jpg?size=696X905",19029 times
149,Amla Ginger Juice,"There are two categories of people – those who love amla and those who can’t stand it! This is due to the unique flavour of amla. However, Ayurveda insists on having amla especially for this reason. It has a unique combination of flavours not found in any other food, and it can help to detoxify your body and boost your immunity like nothing else can. Plus, you know what – although amla seems to be tart initially, once you get used to the flavour you will start discovering the sweetness behind it. Yes, if you have noticed, amla does leave behind a sweet after-taste. Anyway, we would say having at least a small shot glass of this Amla Ginger Juice is better than not having it at all. It’s time to start your health story today. This awesome juice of amla and ginger is loaded with health benefits. Amla is rich in vitamin C, which helps to boost your immunity, reduce stress and fight the signs of ageing too. Ginger is anti-inflammatory, and also helps to balance the flavour of amla in this juice. Amla is commonly available in India, especially in the winter months, and this juice is a must-have whenever you get it in the market. Also have a go at other healthy juices like the Palak, Kale and Apple Juice or Veggie Boost Juice . ",0,10,10,https://www.tarladalal.com/members/9306/big/big_amla_ginger_juice-13619.jpg?size=696X905,8559 times
